comp_row_id,comp_name,enemy_comp_row_id,enemy_comp_name,matchup_score,matchup_tier,matchup_label,reason_1,reason_2,reason_3,reason_4,suggested_counter_items,suggested_augment_themes,positioning_advice
6,以绪塔尔 奈德丽 && 斯卡纳,17,皮尔特沃夫 海克斯霸龙 && 蔚,1.27,win,小优,全局表现锚点偏向本阵容,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
6,以绪塔尔 奈德丽 && 斯卡纳,18,迅击战士 芸阿娜 && 孙悟空,-0.74,even,五五开,全局表现锚点偏向对手,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
6,以绪塔尔 奈德丽 && 斯卡纳,19,暗影岛 卡莉丝塔 && 锤石,1.82,win,小优,全局表现锚点偏向本阵容,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
6,以绪塔尔 奈德丽 && 斯卡纳,20,虚空 卡莎 && 峡谷先锋,0.29,even,五五开,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
6,以绪塔尔 奈德丽 && 斯卡纳,21,以绪塔尔 巴德 && 妮蔻,1.5,win,小优,全局表现锚点偏向本阵容,,,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
6,以绪塔尔 奈德丽 && 斯卡纳,22,巨神峰 奥瑞利安·索尔 && 塔里克,1.0,win,小优,全局表现锚点偏向本阵容,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
6,以绪塔尔 奈德丽 && 斯卡纳,23,神盾使 玛尔扎哈 && 萨勒芬妮,-0.51,even,五五开,对手发力更早，你需要先稳血再等上限,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,本阵容后期上限更高,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
6,以绪塔尔 奈德丽 && 斯卡纳,24,诺克萨斯 乐芙兰 && 德莱厄斯,-0.85,even,五五开,对手发力更早，你需要先稳血再等上限,对手范围伤害会放大你的缩角风险,本阵容后期上限更高,,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
6,以绪塔尔 奈德丽 && 斯卡纳,25,诺克萨斯 卑尔维斯 && 斯维因,-0.1,even,五五开,对手发力更早，你需要先稳血再等上限,本阵容后期上限更高,,,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
7,裁决战士 阿狸 && 永恩,1,德玛西亚 薇恩 && 德莱厄斯,1.7,win,小优,本阵容发力更早，能在对手大成前施压,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,2,比尔吉沃特 厄运小姐 && 诺提勒斯,0.87,even,五五开,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,3,巨神峰 玛尔扎哈 && 蕾欧娜,-0.7,even,五五开,对手控制强，容易打断你的持续输出节奏,,,,,优先选择泛用战力强化（可参考：珠光莲花 I、珠光莲花 II）,根据对手主C位置灵活换边
7,裁决战士 阿狸 && 永恩,4,法师 安妮 && 斯维因,-0.32,even,五五开,全局表现锚点偏向对手,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,5,诺克萨斯 千珏 && 德莱文,2.62,win,小优,本阵容发力更早，能在对手大成前施压,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,对手大成上限更高，拖到后期会更难打,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
7,裁决战士 阿狸 && 永恩,6,以绪塔尔 奈德丽 && 斯卡纳,1.13,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,8,弗雷尔卓德 金克丝 && 瑟庄妮,0.66,even,五五开,全局表现锚点偏向本阵容,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入
7,裁决战士 阿狸 && 永恩,9,约德尔人 吉格斯 && 凯南,0.25,even,五五开,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,10,德玛西亚 卡莎 && 盖伦,-0.16,even,五五开,全局表现锚点偏向对手,本阵容发力更早，能在对手大成前施压,本阵容自带破前排工具，打厚前排更舒服,对手带减疗，会明显压缩你的续航价值,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,11,德玛西亚 卡莎 && 盖伦,0.44,even,五五开,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,12,约德尔人 维迦 && 凯南,0.48,even,五五开,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,13,弗雷尔卓德 丽桑卓 && 布隆,0.6,even,五五开,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,对手控制强，容易打断你的持续输出节奏,本阵容自带破前排工具，打厚前排更舒服,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,14,斗士 巴德 && 赛恩,0.8,even,五五开,全局表现锚点偏向本阵容,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
7,裁决战士 阿狸 && 永恩,15,德玛西亚 瑞兹 && 塔里克,0.09,even,五五开,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,16,约德尔人 维迦 && 凯南,2.2,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,17,皮尔特沃夫 海克斯霸龙 && 蔚,2.2,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,18,迅击战士 芸阿娜 && 孙悟空,0.99,even,五五开,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,19,暗影岛 卡莉丝塔 && 锤石,2.9,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
7,裁决战士 阿狸 && 永恩,20,虚空 卡莎 && 峡谷先锋,2.02,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,21,以绪塔尔 巴德 && 妮蔻,2.2,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,22,巨神峰 奥瑞利安·索尔 && 塔里克,3.0,hard_win,明显克制,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手大成上限更高，拖到后期会更难打,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
7,裁决战士 阿狸 && 永恩,23,神盾使 玛尔扎哈 && 萨勒芬妮,0.82,even,五五开,全局表现锚点偏向本阵容,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
7,裁决战士 阿狸 && 永恩,24,诺克萨斯 乐芙兰 && 德莱厄斯,0.6,even,五五开,全局表现锚点偏向本阵容,对手控制强，容易打断你的持续输出节奏,,,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
7,裁决战士 阿狸 && 永恩,25,诺克萨斯 卑尔维斯 && 斯维因,0.64,even,五五开,全局表现锚点偏向本阵容,对手带减疗，会明显压缩你的续航价值,,,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
8,弗雷尔卓德 金克丝 && 瑟庄妮,1,德玛西亚 薇恩 && 德莱厄斯,1.05,win,小优,本阵容发力更早，能在对手大成前施压,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,2,比尔吉沃特 厄运小姐 && 诺提勒斯,0.21,even,五五开,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,3,巨神峰 玛尔扎哈 && 蕾欧娜,-1.36,lose,小劣,对手控制强，容易打断你的持续输出节奏,,,,,优先选择泛用战力强化（可参考：珠光莲花 I、珠光莲花 II）,根据对手主C位置灵活换边
8,弗雷尔卓德 金克丝 && 瑟庄妮,4,法师 安妮 && 斯维因,-0.8,even,五五开,全局表现锚点偏向对手,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,5,诺克萨斯 千珏 && 德莱文,1.97,win,小优,本阵容发力更早，能在对手大成前施压,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,对手大成上限更高，拖到后期会更难打,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
8,弗雷尔卓德 金克丝 && 瑟庄妮,6,以绪塔尔 奈德丽 && 斯卡纳,0.48,even,五五开,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,7,裁决战士 阿狸 && 永恩,-0.66,even,五五开,全局表现锚点偏向对手,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入
8,弗雷尔卓德 金克丝 && 瑟庄妮,9,约德尔人 吉格斯 && 凯南,-0.41,even,五五开,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,10,德玛西亚 卡莎 && 盖伦,-0.82,even,五五开,全局表现锚点偏向对手,本阵容发力更早，能在对手大成前施压,本阵容自带破前排工具，打厚前排更舒服,对手带减疗，会明显压缩你的续航价值,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,11,德玛西亚 卡莎 && 盖伦,-0.22,even,五五开,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,12,约德尔人 维迦 && 凯南,-0.17,even,五五开,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,13,弗雷尔卓德 丽桑卓 && 布隆,-0.06,even,五五开,本阵容发力更早，能在对手大成前施压,对手控制强，容易打断你的持续输出节奏,本阵容自带破前排工具，打厚前排更舒服,对手带减疗，会明显压缩你的续航价值,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,14,斗士 巴德 && 赛恩,0.14,even,五五开,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
8,弗雷尔卓德 金克丝 && 瑟庄妮,15,德玛西亚 瑞兹 && 塔里克,-0.56,even,五五开,本阵容发力更早，能在对手大成前施压,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,16,约德尔人 维迦 && 凯南,2.13,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,17,皮尔特沃夫 海克斯霸龙 && 蔚,2.2,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,18,迅击战士 芸阿娜 && 孙悟空,0.34,even,五五开,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,对手大成上限更高，拖到后期会更难打,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,19,暗影岛 卡莉丝塔 && 锤石,2.89,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
8,弗雷尔卓德 金克丝 && 瑟庄妮,20,虚空 卡莎 && 峡谷先锋,1.37,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,21,以绪塔尔 巴德 && 妮蔻,2.2,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,对手大成上限更高，拖到后期会更难打,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,22,巨神峰 奥瑞利安·索尔 && 塔里克,2.88,win,小优,全局表现锚点偏向本阵容,本阵容发力更早，能在对手大成前施压,本阵容带减疗，能压制对手回复/续航,对手大成上限更高，拖到后期会更难打,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,23,神盾使 玛尔扎哈 && 萨勒芬妮,0.17,even,五五开,本阵容带减疗，能压制对手回复/续航,对手带减疗，会明显压缩你的续航价值,,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
8,弗雷尔卓德 金克丝 && 瑟庄妮,24,诺克萨斯 乐芙兰 && 德莱厄斯,0.12,even,五五开,全局表现锚点偏向本阵容,对手控制强，容易打断你的持续输出节奏,,,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
8,弗雷尔卓德 金克丝 && 瑟庄妮,25,诺克萨斯 卑尔维斯 && 斯维因,-0.02,even,五五开,全局表现锚点偏向本阵容,对手带减疗，会明显压缩你的续航价值,,,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
9,约德尔人 吉格斯 && 凯南,1,德玛西亚 薇恩 && 德莱厄斯,1.16,win,小优,本阵容的范围伤害更克制缩角/抱团站位,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,2,比尔吉沃特 厄运小姐 && 诺提勒斯,0.02,even,五五开,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,3,巨神峰 玛尔扎哈 && 蕾欧娜,-0.44,even,五五开,对手发力更早，你需要先稳血再等上限,本阵容后期上限更高,,,,优先选择泛用战力强化（可参考：珠光莲花 I、珠光莲花 II）,根据对手主C位置灵活换边
9,约德尔人 吉格斯 && 凯南,4,法师 安妮 && 斯维因,-0.17,even,五五开,全局表现锚点偏向对手,本阵容的范围伤害更克制缩角/抱团站位,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
